"H","L0601","032","645220","Maria","e689cee6-d906-428d-b4a4-4376775977c7","C",,,,,,,,,,,,,,,,,,,,,
"P","8302034",,,,,,"24","12.5OZ","OZ","JARRITO","010811","Soda Mango Flavored","Canned & Dry",25.95,,"N",,false,,0,32.7,,"STOCKED",,"N",,
"P","8299044",,,,,,"24","12.5OZ","OZ","JARRITO","010802","Soda Tamarind","Canned & Dry",25.95,,"N",,false,,0,31.7,,"STOCKED",,"N",,
"P","8301786",,,,,,"24","12.5OZ","OZ","JARRITO","010804","Soda Fruit Punch Flavored","Canned & Dry",25.95,,"N",,false,,0,32.7,,"STOCKED",,"N",,
"P","7192667",,,,,,"24","524 ML","ML","JARRITO","015501","Soda Orange Mandarine Pet","Canned & Dry",24.65,,"N",,false,,0,27.73,,"NONSTOCK",,"N",,
"P","8443741",,,,,,"24","500ML","ML","JARRITO","090478415024","Soda Tamarind","Canned & Dry",26.81,,"N",,false,,0,29.87,,"NONSTOCK",,"N",,
"P","3051695",,,,,,"24","11.16Z","OZ","JARRITO","030002","Soda Sangria Senorial","Canned & Dry",24.65,,"N",,false,,0,32.32,,"STOCKED",,"N",,
"P","8298996",,,,,,"24","12.5OZ","OZ","JARRITO","010805","Soda Grapefruit","Canned & Dry",25.95,,"N",,false,,0,32.7,,"STOCKED",,"N",,
"P","3729645",,,,,,"24","12 OZ","OZ","RED BULL","RB203753","Drink Energy Red Bull Yellow Edition","Canned & Dry",66.95,,"N",,false,,0,19.7,,"STOCKED",,"N",,
"P","3729672",,,,,,"24","12 OZ","OZ","RED BULL","RB203752","Drink Energy Red Bull Blue Edition","Canned & Dry",68.65,,"N",,false,,0,19.7,,"NONSTOCK",,"N",,
"P","5258890",,,,,,"24","12 OZ",,"RED BULL","RB221027","Drink Energy Coconut Berry Edition","Canned & Dry",68.65,,"N",,false,,0,19.7,,"DEMAND",,"N",,
"C","Paper & Disposable",,,,,,,,,,,,,,,,,,,,,,,,,,
"P","8593602",,,,,,"4","125CT","CT","SYSCO CLASSIC","YMW9SYSCO","Plate Foam Laminated White 8.875 Inches","Paper & Disposable",49.16,,"N",,false,,0,8.779,,"STOCKED",,"N",,
"P","1995663",,,,,,"20","50CT","CT","SYSCO CLASSIC","D12THCWSYS","Cup Paper Hot White Tall 12 Ounce","Paper & Disposable",75.3,,"N",,false,,0,23.71,,"STOCKED",,"N",,
"P","5274832",,,,,,"4","125 CT","CT","SYSCO RELIANCE","0TH1S0090000","Plate Foam Unlaminated White 9 Inch","Paper & Disposable",31.83,,"N",,false,,0,4.846,,"STOCKED",,"N",,
"P","2000521",,,,,,"10","100CT","CT","SYSCO CLASSIC","DDL124WDSYS","Lid Plastic White Dome For 10-24 Ounce","Paper & Disposable",76.31,,"N",,false,,0,6.9,,"STOCKED",,"N",,
"P","7131355",,,,,,"6","70 CT","CT","EARTH PLUS","YP1412CSYSA","Cup Plastic Clear Rpet 12-14 Ounce","Paper & Disposable",39.33,,"N",,false,,0,12.315,,"STOCKED",,"N",,
"P","2099359",,,,,,"10","144CT","CT","SYSCO CLASSIC","305113002","Hairnet Nylon Large Black Light Weight","Paper & Disposable",201.95,21.39,"N",,true,,1,3.96,,"STOCKED",,"N",,
"P","1953686",,,,,,"1","200 CT","CT","COOPER INSTRUMENT","9150-0-8","Wipe Antibacterial Probe","Paper & Disposable",22.99,,"N",,false,,0,1,,"REMOTE",,"N",,
"P","7790239",,,,,,"12","200CT","CT","SYSCO RELIANCE","YS200SYS","Cup Plastic Portion Translucent 2 Ounce","Paper & Disposable",50.28,,"N",,false,,0,11.587,,"STOCKED",,"N",,
"P","7790795",,,,,,"24","100CT","CT","SYSCO IMPERIAL","YLS2FRSYS","Lid Plastic Clear For 1.5-2.5 Ounce Portion","Paper & Disposable",38.59,,"N",,false,,0,6.878,,"STOCKED",,"N",,
"P","8018838",,,,,,"240","16OZ","OZ","DELITAINER (NEWSPRING)","YSD2516","Container Plastic Deli Translucent With Lid","Paper & Disposable",38.5,,"N",,false,,0,14.44,,"STOCKED",,"N",,
"P","7065842",,,,,,"1","750 CT","CT","SYSCO RELIANCE","11-11666","Bag Plastic T-shirt 11.5x6.5x20 ""thank You""","Paper & Disposable",31.05,,"N",,false,,0,7.7,,"STOCKED",,"N",,
"P","1330687",,,,,,"12","500 CT","CT","TORK ADVANCED--SCA TISSUE","DX900","Napkin Dispenser Xpressnap White","Paper & Disposable",67.11,,"N",,false,,0,18.11,,"STOCKED",,"N",,
"P","5862768",,,,,,"40","EA","EA","SCOTCH-BRITE","105","Pad Scour General Purpose 4.5"" X 6""","Paper & Disposable",33.95,,"N",,false,,0,1.6,,"STOCKED",,"N",,
"P","7863802",,,,,,"1","500 CT","CT","SYSCO CLASSIC","304985491","Bag Plastic 10"" X 8"" X 24"" .9 Mil Heavyweight Roll","Paper & Disposable",50.95,,"N",,false,,0,18.65,,"STOCKED",,"N",,
"P","7864061",,,,,,"1","1000CT","CT","SYSCO CLASSIC","304985483","Bag Plastic 6"" X 3"" X 15"" .9 Mil Heavy Weight Roll","Paper & Disposable",36.39,,"N",,false,,0,5.75,,"STOCKED",,"N",,
"P","7863869",,,,,,"1","1000CT","CT","SYSCO CLASSIC","304985546","Bag Plastic 8"" X 4"" X 18"" .70 Mil Regular Weight","Paper & Disposable",41.39,,"N",,false,,0,8.5,,"STOCKED",,"N",,
"P","7863739",,,,,,"1","1000CT","CT","SYSCO CLASSIC","304985544","Bag Plastic 4"" X 2"" X 8.65 Mil Regular Weight","Paper & Disposable",15.23,,"N",,false,,0,1.78,,"STOCKED",,"N",,
"P","7861970",,,,,,"1","1000CT","CT","SYSCO CLASSIC","304985481","Bag Plastic 5.5"" X 3"" X 13"" .70 Mil Roll","Paper & Disposable",28.75,,"N",,false,,0,4.1,,"STOCKED",,"N",,
"P","7863540",,,,,,"1","500CT","CT","SYSCO CLASSIC","304985520","Bag Plastic Low Density Reclosable Quart 7 Inch X 8 Inch 1.75 Mil","Paper & Disposable",28.47,,"N",,false,,0,5.05,,"STOCKED",,"N",,
"P","7041552",,,,,,"1","2000CT","CT","SYSCO CLASSIC","303679041","Bag Plastic Preportion 6.5 X 7 Black Sunday Daily Saddle Flip Lock Top","Paper & Disposable",28.33,,"N",,false,,0,4.27,,"STOCKED",,"N",,
"P","7041626",,,,,,"1","2000CT","CT","SYSCO CLASSIC","303679042","Bag Plastic Preportion 6.5"" X 7"" Blue Monday Daily Saddle Flip Lock Top","Paper & Disposable",28.33,,"N",,false,,0,4.27,,"STOCKED",,"N",,
"P","7041651",,,,,,"1","2000CT","CT","SYSCO CLASSIC","303679044","Bag Plastic Preportion 6.5"" X 7"" Red Wednesday Daily Saddle Flip Lock Top","Paper & Disposable",28.33,,"N",,false,,0,4.27,,"STOCKED",,"N",,
"P","4022307",,,,,,"1","2000CT","CT","SYSCO CLASSIC","304985210","Bag Plastic 6.5 Inch X 7 Inch High-density Saddle","Paper & Disposable",25.71,,"N",,false,,0,4.97,,"STOCKED",,"N",,
"P","5318548",,,,,,"10","250CT","CT","SYSCO RELIANCE","S100SYS","Cup Plastic Portion Translucent 1 Ounce","Paper & Disposable",45.95,,"N",,false,,0,7.771,,"STOCKED",,"N",,
"P","7794599",,,,,,"25","100CT","CT","SYSCO IMPERIAL","YLS1FRSYS","Lid Plastic Clear .5-1 Ounce Portion","Paper & Disposable",41.39,,"N",,false,,0,3.913,,"STOCKED",,"N",,
"P","9752577",,,,,,"1","18 IN","""","SYSCO CLASSIC","30748","Wrap Paper Butcher Roll White","Paper & Disposable",47.99,,"N",,false,,0,20.15,,"STOCKED",,"N",,
"P","7435266",,,,,,"1","18 IN","""","SYSCO CLASSIC","9063","Film Pvc 2000 Feet Roll","Paper & Disposable",20.69,,"N",,false,,0,7.14,,"STOCKED",,"N",,
"P","5947379",,,,,,"250","33 GAL","GAL","SYSCO CLASSIC","Z6640VNSR01","Liner Roll Trash 33 Inch X 40 Inch 16 Micron Natural","Paper & Disposable",38.98,,"N",,false,,0,14.1,,"STOCKED",,"N",,
"P","7459508",,,,,,"100","32 GAL","GAL","SYSCO CLASSIC","H6644TKSR01","Liner Roll Trash 33 Inch X 44 Inch 0.9 Mil Black","Paper & Disposable",29.95,,"N",,false,,0,8.7,,"STOCKED",,"N",,
"P","5478500",,,,,,"10","100 CT","CT","SYSCO CLASSIC","304362803","Glove Vinyl Foodservice Powdered Large","Paper & Disposable",20.96,,"N",,false,,0,14.05,,"STOCKED",,"N",,
"P","0952061",,,,,,"10","100 CT","CT","SYSCO RELIANCE","304363292","Glove Vinyl Foodservice Powdered Medium","Paper & Disposable",33.29,,"N",,false,,0,10.83,,"STOCKED",,"N",,
"P","5478498",,,,,,"10","100 CT","CT","SYSCO CLASSIC","304362802","Glove Vinyl Foodservice Powdered Medium","Paper & Disposable",34.99,,"N",,false,,0,12.76,,"STOCKED",,"N",,
"P","0952073",,,,,,"10","100 CT","CT","SYSCO RELIANCE","304363293","Glove Vinyl Foodservice Powdered Large","Paper & Disposable",33.37,,"N",,false,,0,11.03,,"STOCKED",,"N",,
"P","5989878",,,,,,"4","100 CT","CT","SYSCO CLASSIC","304363072","Glove Vinyl Foodservice Powder Free Medium","Paper & Disposable",20.96,,"N",,false,,0,6.7,,"STOCKED",,"N",,
"P","7134252",,,,,,"10","100 CT","CT","PACKER","VGLV-LG","Glove Vinyl Foodservice Powder Free Large","Paper & Disposable",88.76,,"N",,false,,0,10.8,,"NONSTOCK",,"N",,
"P","7134251",,,,"Phased Out",,"10","100 CT","CT","PACKER","VGLV-MD","Glove Vinyl Foodservice Powder Free Medium","Paper & Disposable",48.75,,"N",,false,,0,4.2,,"STOCKED",,"N",,
"P","0952018",,,,,,"10","100 CT","CT","SYSCO RELIANCE","304363304","Glove Vinyl Foodservice Powder Free Extra Large","Paper & Disposable",33.26,,"N",,false,,0,17.69,,"STOCKED",,"N",,
"P","7147658",,,,,,"240","8OZ","OZ","PRO PAK (DISP)","FT-S08","Container Plastic Deli Transparent With Lid","Paper & Disposable",30.35,,"N",,false,,0,11,,"STOCKED",,"N",,
"P","7147254",,,,,,"240","32 OZ","OZ","PRO PAK (DISP)","FT-S32","Container Plastic Deli Transparent With Lid","Paper & Disposable",51.84,,"N",,false,,0,23,,"STOCKED",,"N",,
"P","7147251",,,,,,"240","16 OZ","OZ","PRO PAK (DISP)","FT-S16","Container Plastic Deli Transparent With Lid","Paper & Disposable",32.98,,"N",,false,,0,13,,"STOCKED",,"N",,
"P","6046288",,,,,,"10","50 CT","CT","FABRI-KAL","9505100 PK8SC","Container Plastic Squat Deli Clear 8 Ounce","Paper & Disposable",55.8,,"N",,false,,0,9.04,,"STOCKED",,"N",,
"P","8231967",,,,,,"240","8OZ","OZ","DELITAINER (NEWSPRING)","YL2508","Container Plastic Deli Translucent With Lid","Paper & Disposable",39.51,,"N",,false,,0,11.54,,"STOCKED",,"N",,
"P","7202261",,,,,,"25","100 CT","CT","QUALITY DISPOSABLE PRDCTS","70048","Lid Plastic Souffle W/ Cup 3.25/4 Ounce","Paper & Disposable",47.7,,"N",,false,,0,0.004,,"STOCKED",,"N",,
"P","7192539",,,,,,"150","8X8X3","""","SYSCO TRENDZ","YHLW08S3ADEC","Container Foam Hinged 3 Compartment Double Tab","Paper & Disposable",16.51,,"N",,false,,0,4.009,,"STOCKED",,"N",,
"P","1763192",,,,,,"100","33 GAL","GAL","SYSCO RELIANCE","X6639AKSX01","Liner Trash Reprocessed 33 Inch X 39 Inch 1.5 Mil Black","Paper & Disposable",23.36,,"N",,false,,0,12.8,,"STOCKED",,"N",,
"P","1594060",,,,,,"1","500 CT","EA","EARTH PLUS","17807SYS","Bag Paper Brown 6 Pound","Paper & Disposable",22.59,,"N",,false,,0,10.26,,"STOCKED",,"N",,
"P","7551308",,,,,,"150","8X8X3N","""","SYSCO CLASSIC","YTD188S10000","Container Foam Hinged 1 Compartment Double Tab","Paper & Disposable",20.19,,"N",,false,,0,3.661,,"STOCKED",,"N",,
"P","2826400",,,,,,"20","50CT","CT","SYSCO CLASSIC","YFE6FSYS","Container Foam Round 6 Ounce Squat White","Paper & Disposable",47.65,,"N",,false,,0,4.056,,"STOCKED",,"N",,
"P","7156710",,,,,,"24","126 CT","CT","SYSCO CLASSIC","7156710","Napkin Dinner 16 X 15 Inches 2-ply White 1/8 Fold","Paper & Disposable",66.84,,"N",,false,,0,30.74,,"STOCKED",,"N",,
"P","2976027",,,,,,"10","100CT","CT","PACTIV CORP","YLEFEVW","Lid Plastic Vented White 6-12 Ounce Series E","Paper & Disposable",36.51,,"N",,false,,0,6.5,,"STOCKED",,"N",,
"P","0951968",,,,,,"10","100 CT","CT","SYSCO RELIANCE","304763363","Glove Latex Foodservice Powdered Large","Paper & Disposable",59.62,,"N",,false,,0,12.6,,"STOCKED",,"N",,
"P","3291218",,,,,,"500","12OZ","OZ","SYSCO CLASSIC","SY12SJ20","Container Foam Round White Squat 12 Ounce","Paper & Disposable",34.91,,"N",,false,,0,3.891,,"STOCKED",,"N",,
"P","3291143",,,,,,"20","50CT","CT","SYSCO CLASSIC","SY8SJ20","Container Foam Round White Squat 8 Ounce","Paper & Disposable",51.75,,"N",,false,,0,5.975,,"STOCKED",,"N",,
"P","7551324",,,,,,"150","9X9X3","""","SYSCO CLASSIC","YTD199S30000","Container Foam Hinged 3 Compartment Double Tab","Paper & Disposable",19.31,,"N",,false,,0,4.506,,"STOCKED",,"N",,
"P","7116212",,,,,,"10","25CT","CT","SYSCO CLASSIC","7116212","Container Paper 16 Ounce White Round Tall Combo With Plastic Lid","Paper & Disposable",56.9,,"N",,false,,0,11,,"STOCKED",,"N",,
"P","6938500",,,,,,"6","500CT","CT","SYSCO CLASSIC","W69372","Foil Sheet 9 Inch X 10.75 Inch Silver","Paper & Disposable",84.35,17.07,"N",,true,,1,14.791,,"STOCKED",,"N",,
"P","5658939",,,,,,"6","500 CT","CT","SYSCO CLASSIC","W69369","Foil Aluminum Sheet 12 Inch X 10.75 Inch Pop Up","Paper & Disposable",119.09,23.87,"N",,true,,1,21.997,,"STOCKED",,"N",,
"P","6938328",,,,,,"1","18 IN","""","SYSCO CLASSIC","W69318","Foil Aluminum Roll Standard Weight 500 Feet","Paper & Disposable",31.05,,"N",,false,,0,6.376,,"STOCKED",,"N",,
"P","6937767",,,,,,"1","18 IN","""","SYSCO CLASSIC","W69328","Foil Aluminum Roll Heavy Weight 500 Feet","Paper & Disposable",38.23,,"N",,false,,0,9.032,,"STOCKED",,"N",,
"P","6937734",,,,,,"1","12 IN","""","SYSCO CLASSIC","W69312","Foil Aluminum Roll Standard Weight 1000 Feet","Paper & Disposable",35.87,,"N",,false,,0,8.201,,"STOCKED",,"N",,
"P","5466115",,,,,,"100","60 GAL","GAL","SYSCO CLASSIC","H7658 KSX04","Liner Trash 38 Inch X 58 Inch 1.6 Mil Black","Paper & Disposable",57.45,,"N",,false,,0,23.4,,"STOCKED",,"N",,
"P","4047031",,,,,,"150","33 GAL","GAL","SYSCO CLASSIC","H6639TWS","Liner Trash 33 Inch X 39 Inch 0.9 Mil White","Paper & Disposable",39.05,,"N",,false,,0,13.3,,"STOCKED",,"N",,
"P","4878690",,,,,,"125","40-45G","GAL","SYSCO CLASSIC","H8046HCS","Liner Trash 40 Inch X 46 Inch 0.7 Mil Clear","Paper & Disposable",35.83,,"N",,false,,0,11.45,,"STOCKED",,"N",,
"P","5054770",,,,,,"200","56 GAL","GAL","SYSCO CLASSIC","Z8648MNS","Liner Trash 43 Inch X 48 Inch 12 Micron Natural","Paper & Disposable",39,,"N",,false,,0,13.2,,"STOCKED",,"N",,
"P","4274783",,,,,,"125","40-45G","GAL","SYSCO CLASSIC","H8046HBS","Liner Trash 40 Inch X 46 Inch 0.7 Mil Black","Paper & Disposable",36.2,,"N",,false,,0,10.6,,"STOCKED",,"N",,
"P","4047080",,,,,,"100","60 GAL","GAL","SYSCO CLASSIC","H7658TWS","Liner Trash 38 Inch X 58 Inch 0.95 Mil White","Paper & Disposable",45.95,,"N",,false,,0,16.3,,"STOCKED",,"N",,
"P","5934567",,,,,,"50","55 GAL","GAL","SYSCO CLASSIC","H7856WSS","Liner Trash 39 Inch X 56 Inch 1.7 Mil Silver","Paper & Disposable",39.55,,"N",,false,,0,13.4,,"STOCKED",,"N",,
"P","5757851",,,,,,"100","40-45G","GAL","SYSCO CLASSIC","H8046TCS","Liner Trash 40 Inch X 46 Inch 0.95 Mil Clear","Paper & Disposable",29.39,,"N",,false,,0,11.6,,"STOCKED",,"N",,
"P","4192274",,,,,,"200","60 GAL","GAL","SYSCO CLASSIC","H7658HBS","Liner Trash 38 Inch X 58 Inch 0.7 Mil Black","Paper & Disposable",63.71,,"N",,false,,0,20.5,,"STOCKED",,"N",,
"P","4246393",,,,,,"100","60 GAL","GAL","SYSCO CLASSIC","H7658SGS","Liner Trash 38 Inch X 58 Inch 1.1 Mil Gray","Paper & Disposable",50.46,,"N",,false,,0,15.45,,"STOCKED",,"N",,
"P","6110704",,,,,,"100","60 GAL","GAL","SYSCO CLASSIC","H7658TKS","Liner Trash 38 Inch X 58 Inch 0.9 Mil Black","Paper & Disposable",38.59,,"N",,false,,0,13.2,,"STOCKED",,"N",,
"P","4290706",,,,,,"250","33 GAL","GAL","SYSCO CLASSIC","H6639HBS","Liner Trash 33 Inch X 39 Inch 0.7 Mil Black","Paper & Disposable",47.43,,"N",,false,,0,14.1,,"STOCKED",,"N",,
"P","4084679",,,,,,"200","55 GAL","GAL","SYSCO CLASSIC","H7258HBS","Liner Trash 36 Inch X 58 Inch 0.7 Mil Black","Paper & Disposable",53.96,,"N",,false,,0,21.05,,"STOCKED",,"N",,
"C","Chemical & Janitorial",,,,,,,,,,,,,,,,,,,,,,,,,,
"P","9901417",,,,,,"30","3.6 OZ","OZ","KEYSTONE PRODUCTS","6102060","Cleaner Degreaser High Temperature Grill Ready To Use","Chemical & Janitorial",46.49,,"N",,false,,0,8.79,,"STOCKED",,"N",,
"P","8458756",,,,,,"4","1 GAL","GAL","SYSCO RELIANCE","6100210","Cleaner Degreaser Concentrate Ready To Use","Chemical & Janitorial",47.95,,"N",,false,,0,33.8,,"STOCKED",,"N",,
"P","8461131",,,,,,"4","1 GAL","GAL","SYSCO RELIANCE","6100239","Cleaner All Purpose Pine Ready To Use","Chemical & Janitorial",30.68,,"N",,false,,0,33.7,,"STOCKED",,"N",,
"P","7217343",,,,,,"4","1 GAL","GAL","KEYSTONE PRODUCTS","6102475","Detergent Liquid Presoak 2-in-1","Chemical & Janitorial",87.74,,"N",,false,,0,34.32,,"DEMAND",,"N",,
"C","Supplies & Equipment",,,,,,,,,,,,,,,,,,,,,,,,,,
"P","5793872",,,,,,"1","12 CT","CT","SYSCO SUPPLIES CLASSIC","304PB-SYS","Pad Scrub Stainless 50 Gram 1.75 Ounce","Supplies & Equipment",26.99,,"N",,false,,0,1.8,,"STOCKED",,"N",,
"P","5793922",,,,,,"1","20 CT","CT","SYSCO SUPPLIES CLASSIC","S088-SYS","Pad Scour Extra-heavy Nylon 3.5"" X 6"" Blue","Supplies & Equipment",21.29,,"N",,false,,0,0.7,,"STOCKED",,"N",,
"P","1376805",,,,,,"1","20 CT","CT","SYSCO SUPPLIES CLASSIC","S096A-SYS","Pad Scour Green 6"" X 9"" Antimicrobial","Supplies & Equipment",16.95,,"N",,false,,0,1.5,,"STOCKED",,"N",,
"C","Produce",,,,,,,,,,,,,,,,,,,,,,,,,,
"P","7630551",,,,,,"4","5 LB","LB","IMPERIAL FRESH","","Cabbage Greens Shredded With Bag","Produce",32.94,9.89,"N",,true,,1,20,,"STOCKED",,"N",,
"P","6524409",,,,,,"4","5 LB","LB","IMPERIAL FRESH","","Lettuce Iceberg Shredded .125""","Produce",27.49,8.39,"N",,true,,1,20,,"STOCKED",,"N",,
"P","3865896",,,,,,"4","1 GAL","GAL","SYSCO NATURAL","7591","Juice Orange Pasteurized Ultra Premium","Produce",50.39,,"N",,false,,0,36,,"STOCKED",,"N",,
"P","2416691",,,,,,"4","12 CT","CT","SYSCO/FRESHPOINT NATURAL","","Lettuce Romaine Heart Fresh","Produce",47.85,14.49,"N",,true,,1,24,,"STOCKED",,"N",,
"P","7131892",,,,,,"8","2 LB","LB","CASA SOLANA IMPERIAL","","Avocado Pulp Casa Solana Fresh Hand Scooped Chunk 8/2 Pound","Produce",79.49,,"N",,false,,0,16,,"STOCKED",,"N",,
"P","8337503",,,,,,"8","2 LB","LB","CASA SOLANA IMPERIAL","10074865816677","Avocado Hass Fresh Chunk Pulp Packaged Tray","Produce",71.35,,"N",,false,,0,16,,"STOCKED",,"N",,